Øvre Stabburvei,Nordre Aker
Øvre Ullern terrasse,Ullern
Øvre Vaskegang,Grünerløkka
Øvre Vollgate,Sentrum
Aagots vei,Østensjø
Åkebergveien,Gamle Oslo
Åkerøveien,Bjerke
Ålesundgata,Sagene
Ålmoveien,Ullern
Ålovs vei,Grünerløkka
Åmotveien,Nordre Aker
Årrundkroken,Bjerke
Årrundveien,Bjerke
Årvollia,Bjerke
Årvollveien,Bjerke
Åsaveien,Frogner
Åsbakken,Ullern
Åsbrekka,Vestre Aker
Åsbråten,Søndre Nordstrand
Åsbråtstien,Søndre Nordstrand
Åsdalsveien,Nordstrand
Åsengata,Sagene
Åsensvingen,Nordre Aker
Åsjordet,Ullern
Åslandhellinga,Søndre Nordstrand
Åslandkroken,Søndre Nordstrand
Åslandveien,Søndre Nordstrand
Åsliveien,Nordstrand
Aasmund Vinjes vei,Vestre Aker
Åsryggen,Nordstrand
Åssiden terrasse,Nordstrand
Åsstubben,Ullern
Aasta Hansteens vei,Stovner
